League,Team,Player
Ligue 2 2016/17,Le Havre AC,Fabien Farnolle
Ligue 2 2016/17,Le Havre AC,Stephen Milosavljevic
Ligue 2 2016/17,Le Havre AC,Pierre-Alexandre Bois
Ligue 2 2016/17,Le Havre AC,Steven Fortès
Ligue 2 2016/17,Le Havre AC,Denys Bain
Ligue 2 2016/17,Le Havre AC,Jérôme Mombris
Ligue 2 2016/17,Le Havre AC,Ferland Mendy
Ligue 2 2016/17,Le Havre AC,Issam Chebake
Ligue 2 2016/17,Le Havre AC,Dylan Louiserre
Ligue 2 2016/17,Le Havre AC,Modeste M'Bami
Ligue 2 2016/17,Le Havre AC,Jean-Pascal Fontaine
Ligue 2 2016/17,Le Havre AC,Harisson Manzala
Ligue 2 2016/17,Le Havre AC,Alexandre Bonnet
Ligue 2 2016/17,Le Havre AC,Ludovic Gamboa
Ligue 2 2016/17,Le Havre AC,Akeem Agbetu
Ligue 2 2016/17,Le Havre AC,Ghislain Gimbert
Ligue 2 2016/17,Le Havre AC,Joseph Mendes
Ligue 2 2016/17,FC Valenciennes,Damien Perquis
Ligue 2 2016/17,FC Valenciennes,Loïc Nestor
Ligue 2 2016/17,FC Valenciennes,Saliou Ciss
Ligue 2 2016/17,FC Valenciennes,Loris Néry
Ligue 2 2016/17,FC Valenciennes,Moussa Niakhaté
Ligue 2 2016/17,FC Valenciennes,Angelo Fulgini
Ligue 2 2016/17,FC Valenciennes,Abdoul Aziz Kaboré
Ligue 2 2016/17,FC Valenciennes,Sekou Baradji
Ligue 2 2016/17,FC Valenciennes,Adrien Tameze
Ligue 2 2016/17,FC Valenciennes,Elhadj Dabo
Ligue 2 2016/17,FC Valenciennes,Andy Faustin
Ligue 2 2016/17,FC Valenciennes,Sigamary Diarra
Ligue 2 2016/17,FC Valenciennes,Sébastien Roudet
Ligue 2 2016/17,FC Valenciennes,Lamine Ndao
Ligue 2 2016/17,FC Valenciennes,Isaac Mbenza
Ligue 2 2016/17,FC Valenciennes,Édouard Butin
Ligue 2 2016/17,FC Valenciennes,Pierre Slidja
Ligue 2 2016/17,FC Valenciennes,Gaëtan Jost
Ligue 2 2016/17,FC Valenciennes,Emmanuel Ntim
Ligue 2 2016/17,FC Valenciennes,Èloge Enza-Yamissi
Ligue 2 2016/17,FC Valenciennes,Adil Azbague
Ligue 2 2016/17,FC Valenciennes,Nuno Da Costa
Ligue 2 2016/17,Clermont Foot Auvergne,Marc-Aurèle Caillard
Ligue 2 2016/17,Clermont Foot Auvergne,Enzo Réale
Ligue 2 2016/17,Clermont Foot Auvergne,Mehdi Jeannin
Ligue 2 2016/17,Clermont Foot Auvergne,Franck L'Hostis
Ligue 2 2016/17,Clermont Foot Auvergne,Cédric Avinel
Ligue 2 2016/17,Clermont Foot Auvergne,Baptiste Martin
Ligue 2 2016/17,Clermont Foot Auvergne,Jacques Salze
Ligue 2 2016/17,Clermont Foot Auvergne,Julien Laporte
Ligue 2 2016/17,Clermont Foot Auvergne,Karim Djellabi
Ligue 2 2016/17,Clermont Foot Auvergne,Gérald Kilota
Ligue 2 2016/17,Clermont Foot Auvergne,Cyriaque Rivieyran
Ligue 2 2016/17,Clermont Foot Auvergne,Brandon Agounon
Ligue 2 2016/17,Clermont Foot Auvergne,Cédric Bockhorni
Ligue 2 2016/17,Clermont Foot Auvergne,Cédric Goncalves
Ligue 2 2016/17,Clermont Foot Auvergne,Eugène Ekobo
Ligue 2 2016/17,Clermont Foot Auvergne,Michel Espinosa
Ligue 2 2016/17,Clermont Foot Auvergne,Farid Boulaya
Ligue 2 2016/17,Clermont Foot Auvergne,Enguene Junior Messi
Ligue 2 2016/17,Clermont Foot Auvergne,Wesley Jobello
Ligue 2 2016/17,Clermont Foot Auvergne,Ludovic Genest
Ligue 2 2016/17,Clermont Foot Auvergne,Souleymane Sawadogo
Ligue 2 2016/17,Clermont Foot Auvergne,Rémy Dugimont
Ligue 2 2016/17,RC Tours,Drissa Diakité
Ligue 2 2016/17,RC Tours,Bingourou Kamara
Ligue 2 2016/17,RC Tours,Quentin Westberg
Ligue 2 2016/17,RC Tours,Cyriaque Louvion
Ligue 2 2016/17,RC Tours,Bogdan Milosevic
Ligue 2 2016/17,RC Tours,Thibault Cillard
Ligue 2 2016/17,RC Tours,Florian Miguel
Ligue 2 2016/17,RC Tours,Samuel Bouhours
Ligue 2 2016/17,RC Tours,Jonathan Gradit
Ligue 2 2016/17,RC Tours,Laurent Agouazi
Ligue 2 2016/17,RC Tours,Mohamed Maouche
Ligue 2 2016/17,RC Tours,Haris Belkebla
Ligue 2 2016/17,RC Tours,Saif-Eddine Khaoui
Ligue 2 2016/17,RC Tours,Maxime Do Couto Teixeira
Ligue 2 2016/17,RC Tours,Geoffrey Malfleury
Ligue 2 2016/17,RC Tours,Ibrahima Tandia
Ligue 2 2016/17,RC Tours,Bryan Bergougnoux
Ligue 2 2016/17,RC Tours,Luca Miracoli
Ligue 2 2016/17,RC Tours,Hugo Cointard
Ligue 2 2016/17,RC Tours,Gaël Givet
Ligue 2 2016/17,Ajaccio AC,Christophe Vincent
Ligue 2 2016/17,Ajaccio AC,Zana Allée
Ligue 2 2016/17,Ajaccio AC,Anthony Scribe
Ligue 2 2016/17,Ajaccio AC,François-Joseph Sollacaro
Ligue 2 2016/17,Ajaccio AC,Riffi Mandanda
Ligue 2 2016/17,Ajaccio AC,Zakaria Diallo
Ligue 2 2016/17,Ajaccio AC,Joris Sainati
Ligue 2 2016/17,Ajaccio AC,Pape Abou Cissé
Ligue 2 2016/17,Ajaccio AC,Paul Babiloni
Ligue 2 2016/17,Ajaccio AC,Zie Diabaté
Ligue 2 2016/17,Ajaccio AC,Anthony Lippini
Ligue 2 2016/17,Ajaccio AC,Rayan Frikeche
Ligue 2 2016/17,Ajaccio AC,Laurent Abergel
Ligue 2 2016/17,Ajaccio AC,Johan Cavalli
Ligue 2 2016/17,Ajaccio AC,Hugo Aine
Ligue 2 2016/17,Ajaccio AC,Hugo Vidémont
Ligue 2 2016/17,Ajaccio AC,Riad Nouri
Ligue 2 2016/17,Ajaccio AC,Marvin Diop
Ligue 2 2016/17,Ajaccio AC,Julien Toudic
Ligue 2 2016/17,Ajaccio AC,Mouaad Madri
Ligue 2 2016/17,ES Troyes AC,Chris Mavinga
Ligue 2 2016/17,ES Troyes AC,Fabien Camus
Ligue 2 2016/17,ES Troyes AC,Franck Grandel
Ligue 2 2016/17,ES Troyes AC,Rincón
Ligue 2 2016/17,ES Troyes AC,Mahamadou N'Diaye
Ligue 2 2016/17,ES Troyes AC,Mory Koné
Ligue 2 2016/17,ES Troyes AC,Anele Ngcongca
Ligue 2 2016/17,ES Troyes AC,Guillaume Lacour
Ligue 2 2016/17,ES Troyes AC,Carlens Arcus
Ligue 2 2016/17,ES Troyes AC,Quentin Othon
Ligue 2 2016/17,ES Troyes AC,Thiago Xavier
Ligue 2 2016/17,ES Troyes AC,Karim Azamoum
Ligue 2 2016/17,ES Troyes AC,Stéphane Darbion
Ligue 2 2016/17,ES Troyes AC,Chaouki Ben Saada
Ligue 2 2016/17,ES Troyes AC,Benjamin Nivet
Ligue 2 2016/17,ES Troyes AC,Yoann Court
Ligue 2 2016/17,ES Troyes AC,Lossémy Karaboué
Ligue 2 2016/17,ES Troyes AC,Henri Bienvenu
Ligue 2 2016/17,ES Troyes AC,Deniz Hümmet
Ligue 2 2016/17,ES Troyes AC,Johan Martial
Ligue 2 2016/17,ES Troyes AC,Charles Traoré
Ligue 2 2016/17,ES Troyes AC,Aloïs Confais
Ligue 2 2016/17,Sochaux FC,Olivier Werner
Ligue 2 2016/17,Sochaux FC,Adolphe Teikeu
Ligue 2 2016/17,Sochaux FC,Lionel Zouma
Ligue 2 2016/17,Sochaux FC,Pierre Gibaud
Ligue 2 2016/17,Sochaux FC,Vivian
Ligue 2 2016/17,Sochaux FC,Jean-Pascal Mignot
Ligue 2 2016/17,Sochaux FC,Bruno Collaço
Ligue 2 2016/17,Sochaux FC,Nicolas Senzemba
Ligue 2 2016/17,Sochaux FC,Julien Faussurier
Ligue 2 2016/17,Sochaux FC,Marco Ilaimaharitra
Ligue 2 2016/17,Sochaux FC,Florian Tardieu
Ligue 2 2016/17,Sochaux FC,Rayo
Ligue 2 2016/17,Sochaux FC,Thomas Guerbert
Ligue 2 2016/17,Sochaux FC,Florin Bérenguer
Ligue 2 2016/17,Sochaux FC,Florian Martin
Ligue 2 2016/17,Sochaux FC,Moussa Sao
Ligue 2 2016/17,Sochaux FC,Sekou Cissé
Ligue 2 2016/17,Sochaux FC,Raphaël Cacérès
Ligue 2 2016/17,Sochaux FC,Marcus Thuram
Ligue 2 2016/17,Sochaux FC,Papa Demba Camara
Ligue 2 2016/17,Sochaux FC,Maxence Prévot
Ligue 2 2016/17,Sochaux FC,Jérôme Onguene
Ligue 2 2016/17,Sochaux FC,Johann Ramaré
Ligue 2 2016/17,Sochaux FC,Jeando Fuchs
Ligue 2 2016/17,Sochaux FC,Martin François
Ligue 2 2016/17,Sochaux FC,Sofiane Daham
Ligue 2 2016/17,Sochaux FC,Hadi Sacko
Ligue 2 2016/17,Sochaux FC,Yanis Mbombo
Ligue 2 2016/17,Sochaux FC,Thomas Robinet
Ligue 2 2016/17,Red Star 93,Lloyd Palun
Ligue 2 2016/17,Red Star 93,Rui Sampaio
Ligue 2 2016/17,Red Star 93,Vincent Planté
Ligue 2 2016/17,Red Star 93,Arnaud Balijon
Ligue 2 2016/17,Red Star 93,Julian Jeanvier
Ligue 2 2016/17,Red Star 93,Vítor Bastos
Ligue 2 2016/17,Red Star 93,Rémi Fournier
Ligue 2 2016/17,Red Star 93,Pierrick Cros
Ligue 2 2016/17,Red Star 93,Jérôme Hergault
Ligue 2 2016/17,Red Star 93,Rémy Amieux
Ligue 2 2016/17,Red Star 93,Romuald Marie
Ligue 2 2016/17,Red Star 93,Xavier Chavalerin
Ligue 2 2016/17,Red Star 93,Yann Boé-Kane
Ligue 2 2016/17,Red Star 93,Danilson da Cruz
Ligue 2 2016/17,Red Star 93,Ludovic Fardin
Ligue 2 2016/17,Red Star 93,Ange-Freddy Plumain
Ligue 2 2016/17,Red Star 93,Naïm Sliti
Ligue 2 2016/17,Red Star 93,Florian Makhedjouf
Ligue 2 2016/17,Red Star 93,Kévin Diaz
Ligue 2 2016/17,Red Star 93,Hameur Bouazza
Ligue 2 2016/17,Red Star 93,Anatole Ngamukol
Ligue 2 2016/17,Red Star 93,David Bellion
Ligue 2 2016/17,Red Star 93,Issa Baradji
Ligue 2 2016/17,AJ Auxerre,Gaëtan Courtet
Ligue 2 2016/17,AJ Auxerre,Zacharie Boucher
Ligue 2 2016/17,AJ Auxerre,Geoffrey Lembet
Ligue 2 2016/17,AJ Auxerre,Xavier Lenogue
Ligue 2 2016/17,AJ Auxerre,Cédric Hountondji
Ligue 2 2016/17,AJ Auxerre,Thomas Fontaine
Ligue 2 2016/17,AJ Auxerre,Sébastien Puygrenier
Ligue 2 2016/17,AJ Auxerre,Henri Ndong
Ligue 2 2016/17,AJ Auxerre,Sonhy Sefil
Ligue 2 2016/17,AJ Auxerre,Kenji-Van Boto
Ligue 2 2016/17,AJ Auxerre,Salimo Sylla
Ligue 2 2016/17,AJ Auxerre,Ruben Aguilar
Ligue 2 2016/17,AJ Auxerre,Ibrahima Seck
Ligue 2 2016/17,AJ Auxerre,Mouhamadou Diaw
Ligue 2 2016/17,AJ Auxerre,Charlevy Mabiala
Ligue 2 2016/17,AJ Auxerre,Grégoire Lefebvre
Ligue 2 2016/17,AJ Auxerre,Adama Ba
Ligue 2 2016/17,AJ Auxerre,Samed Kilic
Ligue 2 2016/17,AJ Auxerre,Vincent Gragnic
Ligue 2 2016/17,AJ Auxerre,Hardy Binguila
Ligue 2 2016/17,AJ Auxerre,Grégory Berthier
Ligue 2 2016/17,AJ Auxerre,Alexandre Vincent
Ligue 2 2016/17,AJ Auxerre,Francois-Xavier Fumu Tamuzo
Ligue 2 2016/17,AJ Auxerre,Giorgi Jobava
Ligue 2 2016/17,AJ Auxerre,Florian Aye
Ligue 2 2016/17,AJ Auxerre,Brahim Konate
Ligue 2 2016/17,Stade de Reims,Kossi Agassa
Ligue 2 2016/17,Stade de Reims,Johnny Placide
Ligue 2 2016/17,Stade de Reims,Anthony Weber
Ligue 2 2016/17,Stade de Reims,Mickaël Tacalfred
Ligue 2 2016/17,Stade de Reims,Mohamed Fofana
Ligue 2 2016/17,Stade de Reims,Antoine Conte
Ligue 2 2016/17,Stade de Reims,Omenuke Mfulu
Ligue 2 2016/17,Stade de Reims,Alexis Peuget
Ligue 2 2016/17,Stade de Reims,Prince Oniangué
Ligue 2 2016/17,Stade de Reims,Antoine Devaux
Ligue 2 2016/17,Stade de Reims,Odaïr Fortes
Ligue 2 2016/17,Stade de Reims,Gaëtan Charbonnier
Ligue 2 2016/17,Stade de Reims,David N'Gog
Ligue 2 2016/17,Stade de Reims,Grejohn Kyei
Ligue 2 2016/17,Stade de Reims,Johann Carrasso
Ligue 2 2016/17,Stade de Reims,Lass Bangoura
Ligue 2 2016/17,Stade de Reims,Atila Turan
Ligue 2 2016/17,Stade de Reims,Hamari Traoré
Ligue 2 2016/17,Stade de Reims,Jaba Kankava
Ligue 2 2016/17,Stade de Reims,Hugo Rodriguez
Ligue 2 2016/17,Stade de Reims,Frédéric Bulot
Ligue 2 2016/17,Stade de Reims,Hassane Kamara
Ligue 2 2016/17,Stade de Reims,Aly Ndom
Ligue 2 2016/17,Stade de Reims,Jordan Siebatcheu
Primera Division 2016/17,Málaga CF,Zdravko Kuzmanovi?
Primera Division 2016/17,Málaga CF,Bakary Koné
Primera Division 2016/17,Málaga CF,Carlos Kameni
Primera Division 2016/17,Málaga CF,Weligton
Primera Division 2016/17,Málaga CF,Roberto Rosales
Primera Division 2016/17,Málaga CF,Miguel Torres
Primera Division 2016/17,Málaga CF,Ignacio Camacho
Primera Division 2016/17,Málaga CF,Recio
Primera Division 2016/17,Málaga CF,Duda
Primera Division 2016/17,Málaga CF,Juanpi Añor
Primera Division 2016/17,Málaga CF,Charles
Primera Division 2016/17,Málaga CF,Sandro Ramírez
Primera Division 2016/17,Málaga CF,Chory Castro
Primera Division 2016/17,Málaga CF,Diego Llorente
Primera Division 2016/17,Málaga CF,Adnane Tighadouini
Primera Division 2016/17,Málaga CF,Jony
Primera Division 2016/17,Málaga CF,Keko
Primera Division 2016/17,Málaga CF,Federico Ricca
Primera Division 2016/17,Málaga CF,Pablo Fornals
Primera Division 2016/17,Málaga CF,Juankar
Primera Division 2016/17,Málaga CF,Aarón Escandell
Primera Division 2016/17,Málaga CF,Mikel Villanueva
Primera Division 2016/17,Málaga CF,Michael Santos
Primera Division 2016/17,RC Deportivo La Coruna,Guilherme
Primera Division 2016/17,RC Deportivo La Coruna,Rubén
Primera Division 2016/17,RC Deportivo La Coruna,Germán Lux
Primera Division 2016/17,RC Deportivo La Coruna,Sidnei
Primera Division 2016/17,RC Deportivo La Coruna,Luisinho
Primera Division 2016/17,RC Deportivo La Coruna,Laure
Primera Division 2016/17,RC Deportivo La Coruna,Álex Bergantiños
Primera Division 2016/17,RC Deportivo La Coruna,Raúl Albentosa
Primera Division 2016/17,RC Deportivo La Coruna,Pedro Mosquera
Primera Division 2016/17,RC Deportivo La Coruna,Fayçal Fajr
Primera Division 2016/17,RC Deportivo La Coruna,Alejandro Arribas
Primera Division 2016/17,RC Deportivo La Coruna,Fernando Navarro
Primera Division 2016/17,RC Deportivo La Coruna,Carles Gil
Primera Division 2016/17,RC Deportivo La Coruna,Florin Andone
Primera Division 2016/17,RC Deportivo La Coruna,Celso Borges
Primera Division 2016/17,RC Deportivo La Coruna,Przemyslaw Tyton
Primera Division 2016/17,RC Deportivo La Coruna,Emre Çolak
Primera Division 2016/17,RC Deportivo La Coruna,Bruno Gama
Primera Division 2016/17,RC Deportivo La Coruna,Borja Valle
Primera Division 2016/17,RC Deportivo La Coruna,Marlos Moreno
Primera Division 2016/17,SD Eibar,Antonio Luna
Primera Division 2016/17,SD Eibar,Takashi Inui
Primera Division 2016/17,SD Eibar,Mauro dos Santos
Primera Division 2016/17,SD Eibar,Fran Rico
Primera Division 2016/17,SD Eibar,Dani García
Primera Division 2016/17,SD Eibar,Ander Capa
Primera Division 2016/17,SD Eibar,Pedro León
Primera Division 2016/17,SD Eibar,Adrián González
Primera Division 2016/17,SD Eibar,Yoel Rodríguez
Primera Division 2016/17,SD Eibar,Bebé
Primera Division 2016/17,SD Eibar,Iván Ramis
Primera Division 2016/17,SD Eibar,Alejandro Gálvez
Primera Division 2016/17,SD Eibar,Asier Riesgo
Primera Division 2016/17,SD Eibar,David Juncà
Primera Division 2016/17,SD Eibar,Gonzalo Escalante
Primera Division 2016/17,SD Eibar,Sergi Enrich
Primera Division 2016/17,SD Eibar,Jota
Primera Division 2016/17,SD Eibar,Florian Lejeune
Primera Division 2016/17,SD Eibar,Cristian Rivera
Primera Division 2016/17,SD Eibar,Rubén Peña
Primera Division 2016/17,SD Eibar,Kike
Primera Division 2016/17,FC Barcelona,Lucas Digne
Primera Division 2016/17,FC Barcelona,Samuel Umtiti
Primera Division 2016/17,FC Barcelona,Jasper Cillessen
Primera Division 2016/17,FC Barcelona,Marc-André ter Stegen
Primera Division 2016/17,FC Barcelona,Jordi Masip
Primera Division 2016/17,FC Barcelona,Gerard Piqué
Primera Division 2016/17,FC Barcelona,Javier Mascherano
Primera Division 2016/17,FC Barcelona,Jérémy Mathieu
Primera Division 2016/17,FC Barcelona,Jordi Alba
Primera Division 2016/17,FC Barcelona,Sergio Busquets
Primera Division 2016/17,FC Barcelona,Andrés Iniesta
Primera Division 2016/17,FC Barcelona,Ivan Rakitic
Primera Division 2016/17,FC Barcelona,Sergi Roberto
Primera Division 2016/17,FC Barcelona,Neymar
Primera Division 2016/17,FC Barcelona,Lionel Messi
Primera Division 2016/17,FC Barcelona,Luis Suárez
Primera Division 2016/17,FC Barcelona,Munir El Haddadi
Primera Division 2016/17,FC Barcelona,Aleix Vidal
Primera Division 2016/17,FC Barcelona,André Gomes
Primera Division 2016/17,FC Barcelona,Arda Turan
Primera Division 2016/17,FC Barcelona,Denis Suárez
Primera Division 2016/17,Real Betis,Antonio Sanabria
Primera Division 2016/17,Real Betis,Juan Vargas
Primera Division 2016/17,Real Betis,Joaquín
Primera Division 2016/17,Real Betis,Aïssa Mandi
Primera Division 2016/17,Real Betis,Didier Digard
Primera Division 2016/17,Real Betis,Jonas Martin
Primera Division 2016/17,Real Betis,Francisco Portillo
Primera Division 2016/17,Real Betis,Matías Nahuel
Primera Division 2016/17,Real Betis,Manu Herrera
Primera Division 2016/17,Real Betis,Antonio Adán
Primera Division 2016/17,Real Betis,Daniel Giménez
Primera Division 2016/17,Real Betis,Germán Pezzella
Primera Division 2016/17,Real Betis,Bruno González
Primera Division 2016/17,Real Betis,Cristiano Piccini
Primera Division 2016/17,Real Betis,Dani Ceballos
Primera Division 2016/17,Real Betis,Foued Kadir
Primera Division 2016/17,Real Betis,Petros
Primera Division 2016/17,Real Betis,Álvaro Cejudo
Primera Division 2016/17,Real Betis,Rubén Castro
Primera Division 2016/17,Real Betis,Charly Musonda Jr.
Primera Division 2016/17,Real Betis,Álex Martínez
Primera Division 2016/17,Real Betis,Riza Durmisi
Primera Division 2016/17,Real Betis,Rafa Navarro
Primera Division 2016/17,Real Betis,Felipe Gutiérrez
Primera Division 2016/17,Real Betis,Darko Brasanac
Primera Division 2016/17,Real Betis,Fabián Ruiz
Primera Division 2016/17,Real Betis,Roman Zozulya
Primera Division 2016/17,Real Betis,Alex Alegría
Primera Division 2016/17,Granada CF,Ivan Kelava
Primera Division 2016/17,Granada CF,Gabriel Silva
Primera Division 2016/17,Granada CF,Gastón Silva
Primera Division 2016/17,Granada CF,Rene Krhin
Primera Division 2016/17,Granada CF,Guillermo Ochoa
Primera Division 2016/17,Granada CF,David Barral
Primera Division 2016/17,Granada CF,Oier Olazábal
Primera Division 2016/17,Granada CF,Dimitri Foulquier
Primera Division 2016/17,Granada CF,Luís Martins
Primera Division 2016/17,Granada CF,Javi Márquez
Primera Division 2016/17,Granada CF,Isaac Cuenca
Primera Division 2016/17,Granada CF,Sergi Samper
Primera Division 2016/17,Granada CF,David Lombán
Primera Division 2016/17,Granada CF,Tito
Primera Division 2016/17,Granada CF,Matthieu Saunier
Primera Division 2016/17,Granada CF,Jeremie Boga
Primera Division 2016/17,Granada CF,Ezequiel Ponce
Primera Division 2016/17,Granada CF,Andreas Pereira
Primera Division 2016/17,Granada CF,Victorien Angban
Primera Division 2016/17,Granada CF,Uche Agbo
Primera Division 2016/17,Granada CF,Jon Toral
Primera Division 2016/17,Granada CF,José Angulo
Primera Division 2016/17,Villarreal CF,Daniele Bonera
Primera Division 2016/17,Villarreal CF,Nicola Sansone
Primera Division 2016/17,Villarreal CF,Roberto Soriano
Primera Division 2016/17,Villarreal CF,Roberto Soldado
Primera Division 2016/17,Villarreal CF,Andrés Fernández
Primera Division 2016/17,Villarreal CF,José Ángel
Primera Division 2016/17,Villarreal CF,Sergio Asenjo
Primera Division 2016/17,Villarreal CF,Mateo Musacchio
Primera Division 2016/17,Villarreal CF,Víctor Ruiz
Primera Division 2016/17,Villarreal CF,Jaume Costa
Primera Division 2016/17,Villarreal CF,Bojan Jokic
Primera Division 2016/17,Villarreal CF,Mario Gaspar
Primera Division 2016/17,Villarreal CF,Antonio Rukavina
Primera Division 2016/17,Villarreal CF,Bruno Soriano
Primera Division 2016/17,Villarreal CF,Manu Trigueros
Primera Division 2016/17,Villarreal CF,Jonathan dos Santos
Primera Division 2016/17,Villarreal CF,Denis Cheryshev
Primera Division 2016/17,Villarreal CF,Mariano Barbosa
Primera Division 2016/17,Villarreal CF,Alfred N'Diaye
Primera Division 2016/17,Villarreal CF,Samu Castillejo
Primera Division 2016/17,Villarreal CF,Cédric Bakambu
Primera Division 2016/17,Villarreal CF,Rodrigo Hernández
Primera Division 2016/17,Villarreal CF,Alexandre Pato
Primera Division 2016/17,Villarreal CF,Santos Borré
Primera Division 2016/17,Sevilla FC,Adil Rami
Primera Division 2016/17,Sevilla FC,Franco Vázquez
Primera Division 2016/17,Sevilla FC,Joaquín Correa
Primera Division 2016/17,Sevilla FC,Steven N'Zonzi
Primera Division 2016/17,Sevilla FC,Salvatore Sirigu
Primera Division 2016/17,Sevilla FC,Wissam Ben Yedder
Primera Division 2016/17,Sevilla FC,Mariano
Primera Division 2016/17,Sevilla FC,Luciano Vietto
Primera Division 2016/17,Sevilla FC,Michael Krohn-Dehli
Primera Division 2016/17,Sevilla FC,Sergio Escudero
Primera Division 2016/17,Sevilla FC,Pablo Sarabia
Primera Division 2016/17,Sevilla FC,Sergio Rico
Primera Division 2016/17,Sevilla FC,Daniel Carriço
Primera Division 2016/17,Sevilla FC,Nicolás Pareja
Primera Division 2016/17,Sevilla FC,Benoît Trémoulinas
Primera Division 2016/17,Sevilla FC,Timothée Kolodziejczak
Primera Division 2016/17,Sevilla FC,Vicente Iborra
Primera Division 2016/17,Sevilla FC,Vitolo
Primera Division 2016/17,Sevilla FC,Hiroshi Kiyotake
Primera Division 2016/17,Sevilla FC,Evgen Konoplyanka
Primera Division 2016/17,Sevilla FC,Matías Kranevitter
Primera Division 2016/17,Sevilla FC,David Soria
Primera Division 2016/17,Sevilla FC,Juan Muñoz
Primera Division 2016/17,Sevilla FC,Gabriel Mercado
Primera Division 2016/17,Sevilla FC,Ganso
Primera Division 2016/17,RCD Espanyol,Mickael Ciani
Primera Division 2016/17,RCD Espanyol,David López
Primera Division 2016/17,RCD Espanyol,Roberto
Primera Division 2016/17,RCD Espanyol,Víctor Álvarez
Primera Division 2016/17,RCD Espanyol,Javi López
Primera Division 2016/17,RCD Espanyol,Anaitz Arbilla
Primera Division 2016/17,RCD Espanyol,Víctor Sánchez
Primera Division 2016/17,RCD Espanyol,Salva Sevilla
Primera Division 2016/17,RCD Espanyol,Felipe Caicedo
Primera Division 2016/17,RCD Espanyol,Papakouli Diop
Primera Division 2016/17,RCD Espanyol,Hernán Pérez
Primera Division 2016/17,RCD Espanyol,Gerard Moreno
Primera Division 2016/17,RCD Espanyol,José Antonio Reyes
Primera Division 2016/17,RCD Espanyol,Javi Fuego
Primera Division 2016/17,RCD Espanyol,Pablo Piatti
Primera Division 2016/17,RCD Espanyol,Leo Baptistão
Primera Division 2016/17,RCD Espanyol,Rubén Duarte
Primera Division 2016/17,RCD Espanyol,Óscar Duarte
Primera Division 2016/17,RCD Espanyol,Martín Demichelis
Primera Division 2016/17,RCD Espanyol,Álex Fernández
Primera Division 2016/17,RCD Espanyol,José Manuel Jurado
Primera Division 2016/17,Sporting Gijón,Diego Mariño
Primera Division 2016/17,Sporting Gijón,Moi Gómez
Primera Division 2016/17,Sporting Gijón,Jean-Sylvain Babin
Primera Division 2016/17,Sporting Gijón,Roberto Canella
Primera Division 2016/17,Sporting Gijón,Lillo Castellano
Primera Division 2016/17,Sporting Gijón,Douglas
Primera Division 2016/17,Sporting Gijón,Víctor Rodríguez
Primera Division 2016/17,Sporting Gijón,Burgui
Primera Division 2016/17,Sporting Gijón,Iván Cuéllar
Primera Division 2016/17,Sporting Gijón,Jorge Meré
Primera Division 2016/17,Sporting Gijón,Alberto Lora
Primera Division 2016/17,Sporting Gijón,Nacho Cases
Primera Division 2016/17,Sporting Gijón,Rachid Aït-Atmane
Primera Division 2016/17,Sporting Gijón,Isma López
Primera Division 2016/17,Sporting Gijón,Pablo Pérez
Primera Division 2016/17,Sporting Gijón,Carlos Castro
Primera Division 2016/17,Sporting Gijón,Xavi Torres
Primera Division 2016/17,Sporting Gijón,Dani Ndi
Primera Division 2016/17,Sporting Gijón,Óscar Whalley
Primera Division 2016/17,Sporting Gijón,Fernando Amorebieta
Primera Division 2016/17,Sporting Gijón,Akram Afif
Primera Division 2016/17,Athletic Club,Gorka Iraizoz
Primera Division 2016/17,Athletic Club,Iago Herrerín
Primera Division 2016/17,Athletic Club,Aymeric Laporte
Primera Division 2016/17,Athletic Club,Mikel San José
Primera Division 2016/17,Athletic Club,Xabier Etxeita
Primera Division 2016/17,Athletic Club,Mikel Balenziaga
Primera Division 2016/17,Athletic Club,Ander Iturraspe
Primera Division 2016/17,Athletic Club,Mikel Rico
Primera Division 2016/17,Athletic Club,Beñat Etxebarria
Primera Division 2016/17,Athletic Club,Óscar de Marcos
Primera Division 2016/17,Athletic Club,Ager Aketxe
Primera Division 2016/17,Athletic Club,Markel Susaeta
Primera Division 2016/17,Athletic Club,Iker Muniain
Primera Division 2016/17,Athletic Club,Aritz Aduriz
Primera Division 2016/17,Athletic Club,Kike Sola
Primera Division 2016/17,Athletic Club,Borja Viguera
Primera Division 2016/17,Athletic Club,Eneko Bóveda
Primera Division 2016/17,Athletic Club,Gorka Elustondo
Primera Division 2016/17,Athletic Club,Raúl García
Primera Division 2016/17,Athletic Club,Iñaki Williams
Primera Division 2016/17,Athletic Club,Javi Eraso
Primera Division 2016/17,Athletic Club,Sabin Merino
Primera Division 2016/17,Athletic Club,Iñigo Lekue
Primera Division 2016/17,Athletic Club,Kepa Arrizabalaga
Primera Division 2016/17,Athletic Club,Yeray Álvarez
Primera Division 2016/17,Athletic Club,Enric Saborit
Primera Division 2016/17,Athletic Club,Mikel Vesga
Primera Division 2016/17,Real Sociedad de Fútbol,Toño
Primera Division 2016/17,Real Sociedad de Fútbol,Raúl Navas
Primera Division 2016/17,Real Sociedad de Fútbol,Gerónimo Rulli
Primera Division 2016/17,Real Sociedad de Fútbol,Iñigo Martínez
Primera Division 2016/17,Real Sociedad de Fútbol,Mikel González
Primera Division 2016/17,Real Sociedad de Fútbol,Yuri Berchiche
Primera Division 2016/17,Real Sociedad de Fútbol,Carlos Martínez
